22:3:16 - 7/12/2021 - 18.97 - 0.00 - Traffic(0.00) Geophony(0.21) Biophony(0.02) Anthrophony(0.78) 
22:6:40 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:41 - 7/12/2021 - 22.58 - 0.00 - Traffic(0.03) Geophony(0.00) Biophony(0.00) Anthrophony(0.97) 
22:6:42 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:43 - 7/12/2021 - 22.62 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:44 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:45 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:46 - 7/12/2021 - 22.64 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:47 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:48 - 7/12/2021 - 22.60 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:49 - 7/12/2021 - 22.62 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:50 - 7/12/2021 - 22.62 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:51 - 7/12/2021 - 22.66 - 0.00 - Traffic(0.10) Geophony(0.00) Biophony(0.00) Anthrophony(0.90) 
22:6:52 - 7/12/2021 - 22.66 - 0.00 - Traffic(0.03) Geophony(0.00) Biophony(0.00) Anthrophony(0.97) 
22:6:53 - 7/12/2021 - 22.68 - 0.00 - Traffic(0.02) Geophony(0.00) Biophony(0.00) Anthrophony(0.98) 
22:6:54 - 7/12/2021 - 22.66 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:55 - 7/12/2021 - 22.68 - 0.00 - Traffic(0.00) Geophony(0.57) Biophony(0.06) Anthrophony(0.37) 
22:6:56 - 7/12/2021 - 22.68 - 0.00 - Traffic(0.00) Geophony(0.82) Biophony(0.04) Anthrophony(0.14) 
22:6:57 - 7/12/2021 - 22.70 - 0.00 - Traffic(0.01) Geophony(0.00) Biophony(0.00) Anthrophony(0.99) 
22:6:58 - 7/12/2021 - 22.70 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:6:59 - 7/12/2021 - 22.70 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:0 - 7/12/2021 - 22.72 - 0.00 - Traffic(0.96) Geophony(0.00) Biophony(0.00) Anthrophony(0.04) 
22:7:1 - 7/12/2021 - 22.73 - 0.00 - Traffic(0.50) Geophony(0.00) Biophony(0.00) Anthrophony(0.50) 
22:7:2 - 7/12/2021 - 22.70 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:3 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:4 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:5 - 7/12/2021 - 22.73 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:6 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:7 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:8 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:9 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:10 - 7/12/2021 - 22.79 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:11 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.00) Geophony(0.38) Biophony(0.02) Anthrophony(0.60) 
22:7:12 - 7/12/2021 - 22.75 - 0.00 - Traffic(0.00) Geophony(0.03) Biophony(0.00) Anthrophony(0.97) 
22:7:13 - 7/12/2021 - 22.79 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:14 - 7/12/2021 - 22.81 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:15 - 7/12/2021 - 22.79 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:16 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:17 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:18 - 7/12/2021 - 22.79 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
22:7:19 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.00) Anthrophony(0.21) 
22:7:20 - 7/12/2021 - 22.77 - 0.00 - Traffic(0.61) Geophony(0.00) Biophony(0.00) Anthrophony(0.39) 
22:7:21 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.91) Geophony(0.00) Biophony(0.03) Anthrophony(0.06) 
22:7:22 - 7/12/2021 - 22.79 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:23 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:24 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.00) Anthrophony(0.14) 
22:7:25 - 7/12/2021 - 22.81 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:26 - 7/12/2021 - 22.81 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:27 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:28 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:29 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:30 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:31 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:32 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:33 - 7/12/2021 - 22.87 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:34 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:35 - 7/12/2021 - 22.87 - 0.00 - Traffic(0.12) Geophony(0.12) Biophony(0.00) Anthrophony(0.75) 
22:7:36 - 7/12/2021 - 22.83 - 0.00 - Traffic(0.00) Geophony(0.92) Biophony(0.02) Anthrophony(0.06) 
22:7:37 - 7/12/2021 - 22.87 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:38 - 7/12/2021 - 22.85 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:39 - 7/12/2021 - 22.89 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:40 - 7/12/2021 - 22.89 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:41 - 7/12/2021 - 22.89 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:42 - 7/12/2021 - 22.91 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:43 - 7/12/2021 - 22.89 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:44 - 7/12/2021 - 22.92 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:45 - 7/12/2021 - 22.91 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:46 - 7/12/2021 - 22.87 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:47 - 7/12/2021 - 22.91 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:48 - 7/12/2021 - 22.92 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:49 - 7/12/2021 - 22.91 - 0.00 - Traffic(0.00) Geophony(0.86) Biophony(0.00) Anthrophony(0.14) 
22:7:50 - 7/12/2021 - 22.92 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:51 - 7/12/2021 - 22.94 - 0.00 - Traffic(0.02) Geophony(0.00) Biophony(0.00) Anthrophony(0.98) 
22:7:52 - 7/12/2021 - 22.94 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:53 - 7/12/2021 - 22.92 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:54 - 7/12/2021 - 22.94 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:55 - 7/12/2021 - 22.92 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:56 - 7/12/2021 - 22.94 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:57 - 7/12/2021 - 22.96 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:58 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:7:59 - 7/12/2021 - 22.96 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:0 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:1 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:2 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:3 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:4 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:5 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:6 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:7 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:8 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:9 - 7/12/2021 - 22.98 - 0.00 - Traffic(0.00) Geophony(0.61) Biophony(0.00) Anthrophony(0.39) 
22:8:10 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.03) Biophony(0.00) Anthrophony(0.97) 
22:8:11 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:12 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.06) Biophony(0.00) Anthrophony(0.93) 
22:8:13 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:14 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.01) Geophony(0.00) Biophony(0.00) Anthrophony(0.99) 
22:8:15 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:16 - 7/12/2021 - 23.00 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:17 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:18 - 7/12/2021 - 23.06 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:19 - 7/12/2021 - 23.02 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:20 - 7/12/2021 - 23.04 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:21 - 7/12/2021 - 23.06 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:22 - 7/12/2021 - 23.04 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:23 - 7/12/2021 - 23.04 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:24 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:25 - 7/12/2021 - 23.06 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:26 - 7/12/2021 - 23.04 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:27 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.39) Geophony(0.00) Biophony(0.00) Anthrophony(0.61) 
22:8:28 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:29 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:30 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:31 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:32 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:33 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:34 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:8:35 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.01) 
22:8:36 - 7/12/2021 - 23.11 - 0.00 - Traffic(0.00) Geophony(0.60) Biophony(0.02) Anthrophony(0.38) 
22:8:37 - 7/12/2021 - 23.11 - 0.00 - Traffic(0.00) Geophony(0.14) Biophony(0.00) Anthrophony(0.85) 
22:8:38 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.00) Geophony(0.04) Biophony(0.00) Anthrophony(0.96) 
22:8:39 - 7/12/2021 - 23.11 - 0.00 - Traffic(0.01) Geophony(0.00) Biophony(0.00) Anthrophony(0.99) 
22:8:40 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:41 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.26) Biophony(0.11) Anthrophony(0.63) 
22:8:42 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.01) Anthrophony(0.02) 
22:8:43 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:44 - 7/12/2021 - 23.11 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:45 - 7/12/2021 - 23.10 - 0.00 - Traffic(0.39) Geophony(0.00) Biophony(0.00) Anthrophony(0.61) 
22:8:46 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.03) Geophony(0.00) Biophony(0.03) Anthrophony(0.94) 
22:8:47 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.09) Geophony(0.04) Biophony(0.00) Anthrophony(0.87) 
22:8:48 - 7/12/2021 - 23.11 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:49 - 7/12/2021 - 23.08 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:50 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.00) Geophony(0.14) Biophony(0.01) Anthrophony(0.85) 
22:8:51 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
22:8:52 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:53 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.77) Geophony(0.00) Biophony(0.02) Anthrophony(0.20) 
22:8:54 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:55 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:56 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.02) Anthrophony(0.14) 
22:8:57 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:8:58 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:8:59 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
22:9:0 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
22:9:1 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.07) Biophony(0.00) Anthrophony(0.93) 
22:9:2 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.36) Geophony(0.09) Biophony(0.00) Anthrophony(0.55) 
22:9:3 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:9:4 - 7/12/2021 - 23.13 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:9:5 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:9:6 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:9:7 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.29) Geophony(0.00) Biophony(0.00) Anthrophony(0.71) 
22:9:8 - 7/12/2021 - 23.15 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:9:9 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.21) Geophony(0.00) Biophony(0.00) Anthrophony(0.79) 
22:9:10 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.02) Geophony(0.00) Biophony(0.00) Anthrophony(0.98) 
22:9:11 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.96) Biophony(0.01) Anthrophony(0.03) 
22:9:12 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:13 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.84) Biophony(0.02) Anthrophony(0.14) 
22:9:14 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(0.14) Biophony(0.01) Anthrophony(0.85) 
22:9:15 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:16 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(0.93) Biophony(0.00) Anthrophony(0.07) 
22:9:17 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:18 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
22:9:19 - 7/12/2021 - 23.17 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:20 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:21 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.47) Geophony(0.05) Biophony(0.00) Anthrophony(0.47) 
22:9:22 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:23 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.00) 
22:9:24 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:25 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:26 - 7/12/2021 - 23.21 - 0.00 - Traffic(0.00) Geophony(0.99) Biophony(0.00) Anthrophony(0.01) 
22:9:27 - 7/12/2021 - 23.19 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:28 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:29 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:30 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:31 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:32 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:33 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.01) Anthrophony(0.10) 
22:9:34 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.00) Anthrophony(0.02) 
22:9:35 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:36 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.05) Geophony(0.20) Biophony(0.00) Anthrophony(0.75) 
22:9:37 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.20) Geophony(0.75) Biophony(0.00) Anthrophony(0.05) 
22:9:38 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.84) Geophony(0.14) Biophony(0.00) Anthrophony(0.02) 
22:9:39 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.93) Geophony(0.02) Biophony(0.01) Anthrophony(0.04) 
22:9:40 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.21) Geophony(0.00) Biophony(0.00) Anthrophony(0.79) 
22:9:41 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.83) Geophony(0.06) Biophony(0.02) Anthrophony(0.09) 
22:9:42 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.01) Anthrophony(0.04) 
22:9:43 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(0.29) Biophony(0.00) Anthrophony(0.71) 
22:9:44 - 7/12/2021 - 23.29 - 0.00 - Traffic(0.01) Geophony(0.59) Biophony(0.02) Anthrophony(0.38) 
22:9:45 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(0.37) Biophony(0.06) Anthrophony(0.57) 
22:9:46 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.37) Biophony(0.06) Anthrophony(0.57) 
22:9:47 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(1.00) Biophony(0.00) Anthrophony(0.00) 
22:9:48 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.00) Geophony(0.79) Biophony(0.00) Anthrophony(0.21) 
22:9:49 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.97) Biophony(0.00) Anthrophony(0.03) 
22:9:50 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(0.98) Biophony(0.02) Anthrophony(0.00) 
22:9:51 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.07) Biophony(0.00) Anthrophony(0.93) 
22:9:52 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.14) Geophony(0.00) Biophony(0.00) Anthrophony(0.86) 
22:9:53 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.23) Geophony(0.23) Biophony(0.00) Anthrophony(0.55) 
22:9:54 - 7/12/2021 - 23.23 - 0.00 - Traffic(0.01) Geophony(0.19) Biophony(0.08) Anthrophony(0.72) 
22:9:55 - 7/12/2021 - 23.29 - 0.00 - Traffic(0.01) Geophony(0.36) Biophony(0.06) Anthrophony(0.57) 
22:9:56 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(0.95) Biophony(0.01) Anthrophony(0.04) 
22:9:57 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(0.57) Biophony(0.06) Anthrophony(0.37) 
22:9:58 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.75) Biophony(0.05) Anthrophony(0.20) 
22:9:59 - 7/12/2021 - 23.30 - 0.00 - Traffic(0.00) Geophony(0.00) Biophony(0.00) Anthrophony(1.00) 
22:10:0 - 7/12/2021 - 23.27 - 0.00 - Traffic(0.00) Geophony(0.20) Biophony(0.02) Anthrophony(0.77) 
22:10:1 - 7/12/2021 - 23.25 - 0.00 - Traffic(0.00) Geophony(0.70) Biophony(0.12) Anthrophony(0.18) 
22:10:2 - 7/12/2021 - 23.29 - 0.00 - Traffic(0.00) Geophony(0.89) Biophony(0.01) Anthrophony(0.10) 
22:10:3 - 7/12/2021 - 23.29 - 0.00 - Traffic(0.00) Geophony(0.91) Biophony(0.03) Anthrophony(0.06) 
